DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop,CSUSHPISA_smoothed,Houses_smoothed,Cons_Material_smoothed,FEDFUNDS_smoothed,UNRATE_smoothed,EmpRate_smoothed
2019-11-01,212.805,2019,11,62949.0,206317380.232137,5.4,257.803,3.6,71.7096685708771,232.8,1.55,82.5,128579.0,78250.0,40.185,15.8,211.842,5.366666666666668,233.66666666666666,1.8066666666666669,3.5666666666666664,71.71682703738969
2019-12-01,213.955,2019,12,62641.0,206389716.222774,5.6,258.616,3.6,71.6946519263164,232.2,1.55,82.5,128579.0,78250.0,40.185,15.8,212.85600000000002,5.4333333333333345,232.9333333333333,1.6433333333333338,3.6,71.70846030663994
2020-01-01,214.99400000000003,2020,1,62333.0,205727844.84185705,5.7,259.037,3.5,71.7686565655174,233.4,1.55,82.7,128451.0,76660.0,44.147,16.2,213.91800000000003,5.566666666666667,232.79999999999998,1.55,3.5666666666666664,71.7243256875703
2020-02-01,215.837,2020,2,60684.0,205599624.533511,5.6,259.248,3.5,71.7908264541752,234.6,1.58,82.7,128451.0,76660.0,44.147,16.2,214.9286666666667,5.6333333333333355,233.4,1.5600000000000005,3.533333333333333,71.75137831533634
2020-03-01,216.365,2020,3,59035.0,205438752.3335,6.5,258.124,4.4,70.5486833172108,236.3,0.65,82.7,128451.0,76660.0,44.147,16.2,215.732,5.9333333333333345,234.76666666666665,1.2600000000000005,3.7999999999999994,71.3693887789678
2020-04-01,216.801,2020,4,57386.0,206982497.617641,6.9,256.092,14.7,60.1957980000898,234.3,0.05,82.7,128451.0,76660.0,44.147,16.2,216.33433333333335,6.333333333333335,235.0666666666667,0.7600000000000003,7.533333333333332,67.5117692571586
2020-05-01,216.987,2020,5,58859.333333333336,206796375.768438,5.4,255.868,13.2,62.2361265189429,233.3,0.05,82.7,128451.0,76660.0,44.147,16.2,216.71766666666667,6.266666666666668,234.63333333333335,0.2500000000000003,10.766666666666666,64.32686927874784
2020-06-01,217.63,2020,6,60332.666666666664,205507595.262771,3.8,256.986,11.0,64.7660708258647,234.8,0.08,82.7,128451.0,76660.0,44.147,16.2,217.13933333333333,5.366666666666668,234.13333333333335,0.060000000000000296,12.966666666666667,62.39933178163247
2020-07-01,219.322,2020,7,61806.0,205375033.00646895,3.4,258.278,10.2,65.3795951825375,237.0,0.09,82.7,128451.0,76660.0,44.147,16.2,217.9796666666667,4.200000000000001,235.03333333333333,0.07333333333333364,11.466666666666663,64.1272641757817
2020-08-01,222.424,2020,8,62008.666666666664,205753509.841955,3.3,259.411,8.4,66.8599538018864,240.9,0.1,82.7,128451.0,76660.0,44.147,16.2,219.79200000000003,3.5000000000000013,237.5666666666667,0.0900000000000003,9.866666666666667,65.66853993676285
2020-09-01,225.853,2020,9,62211.333333333336,206129691.633232,3.4,260.029,7.9,66.9268372516762,246.9,0.09,82.7,128451.0,76660.0,44.147,16.2,222.53300000000002,3.3666666666666676,241.6,0.09333333333333362,8.833333333333334,66.38879541203336
2020-10-01,229.781,2020,10,62414.0,206073201.59363905,3.3,260.286,6.9,67.8988824451502,246.4,0.09,82.7,128451.0,76660.0,44.147,16.2,226.01933333333338,3.3333333333333344,244.73333333333335,0.09333333333333364,7.733333333333332,67.22855783290426
2020-11-01,233.235,2020,11,62685.0,206157005.379489,4.0,260.813,6.7,67.8180926947647,244.3,0.09,82.7,128451.0,76660.0,44.147,16.2,229.62300000000002,3.5666666666666678,245.86666666666667,0.09,7.166666666666667,67.5479374638637
2020-12-01,236.521,2020,12,62956.0,206069507.781916,4.1,262.035,6.7,67.9147399551551,248.0,0.09,82.7,128451.0,76660.0,44.147,16.2,233.179,3.8000000000000007,246.23333333333335,0.09,6.766666666666666,67.87723836502333
2021-01-01,239.55900000000003,2021,1,63227.0,204934021.292635,4.0,262.65,6.3,68.1846562690056,256.4,0.09,82.9,129224.0,76330.0,45.299,16.7,236.43833333333336,4.033333333333334,249.5666666666667,0.09,6.566666666666666,67.97249630630846
2021-02-01,242.325,2021,2,63537.0,204891687.618555,4.9,263.638,6.2,68.4139643599355,264.6,0.08,82.9,129224.0,76330.0,45.299,16.7,239.46833333333333,4.333333333333335,256.3333333333333,0.08666666666666696,6.3999999999999995,68.17112019469873
2021-03-01,245.402,2021,3,63847.0,205005370.31361505,4.4,264.914,6.1,68.569186987675,276.7,0.07,82.9,129224.0,76330.0,45.299,16.7,242.4286666666667,4.4333333333333345,265.90000000000003,0.0800000000000003,6.199999999999999,68.3892692055387
2021-04-01,249.055,2021,4,64157.0,205383768.461534,4.7,266.67,6.1,68.656903701129,291.8,0.07,82.9,129224.0,76330.0,45.299,16.7,245.59399999999997,4.666666666666669,277.7,0.07333333333333364,6.133333333333333,68.5466850162465
2021-05-01,253.426,2021,5,64309.666666666664,205608505.140075,5.6,268.444,5.8,68.9673797900098,305.9,0.06,82.9,129224.0,76330.0,45.299,16.7,249.29433333333336,4.900000000000001,291.46666666666664,0.06666666666666697,5.999999999999999,68.73115682627126
2021-06-01,258.381,2021,6,64462.333333333336,205376295.567377,5.8,270.559,5.9,69.0960528816812,315.7,0.08,82.9,129224.0,76330.0,45.299,16.7,253.62066666666666,5.366666666666668,304.4666666666667,0.0700000000000003,5.933333333333333,68.90677879094
2021-07-01,262.707,2021,7,64615.0,205348746.108799,5.7,271.764,5.4,69.676119843469,313.542,0.1,82.9,129224.0,76330.0,45.299,16.7,258.17133333333334,5.7,311.714,0.0800000000000003,5.699999999999999,69.24651750505333
2021-08-01,266.921,2021,8,64960.333333333336,205344628.370044,6.5,272.87,5.2,69.6799715600036,313.083,0.09,82.9,129224.0,76330.0,45.299,16.7,262.66966666666667,6.000000000000001,314.10833333333335,0.0900000000000003,5.5,69.48404809505126
2021-09-01,270.402,2021,9,65305.666666666664,205480663.737847,6.0,274.028,4.8,69.9487394525682,317.136,0.08,82.9,129224.0,76330.0,45.299,16.7,266.6766666666667,6.066666666666667,314.587,0.0900000000000003,5.133333333333333,69.7682769520136
2021-10-01,273.769,2021,10,65651.0,205382783.10683095,6.8,276.522,4.5,70.199945379382,322.12,0.08,82.9,129224.0,76330.0,45.299,16.7,270.364,6.4333333333333345,317.44633333333337,0.08333333333333363,4.833333333333332,69.94288546398461
2021-11-01,277.251,2021,11,65529.333333333336,205355471.434348,6.0,278.711,4.2,70.6391105732344,328.94,0.08,82.9,129224.0,76330.0,45.299,16.7,273.80733333333336,6.266666666666668,322.732,0.08,4.499999999999999,70.26259846839487
2021-12-01,281.393,2021,12,65407.666666666664,205308040.74125305,5.6,280.887,3.9,70.7982931166371,335.032,0.08,82.9,129224.0,76330.0,45.299,16.7,277.471,6.133333333333334,328.69733333333335,0.08,4.2,70.5457830230845
2022-01-01,285.921,2022,1,65286.0,207089262.150918,5.8,282.599,4.0,70.7532182062498,345.742,0.08,83.1,131202.0,74580.0,48.021,17.1,281.52166666666665,5.800000000000001,336.5713333333333,0.08,4.033333333333332,70.7302072987071
2022-02-01,291.09,2022,2,65233.0,207088528.857024,6.2,284.61,3.8,70.89598181368,343.583,0.08,83.1,131202.0,74580.0,48.021,17.1,286.13466666666665,5.866666666666667,341.45233333333334,0.08,3.899999999999999,70.8158310455223
2022-03-01,296.353,2022,3,65180.0,207000251.552004,7.0,287.472,3.6,71.2646493651925,345.852,0.2,83.1,131202.0,74580.0,48.021,17.1,291.1213333333333,6.333333333333335,345.059,0.12000000000000029,3.7999999999999994,70.97128312837411
2022-04-01,300.55,2022,4,65127.0,207057895.41266,8.5,288.611,3.6,71.2231059763883,343.786,0.33,83.1,131202.0,74580.0,48.021,17.1,295.99766666666665,7.233333333333334,344.407,0.20333333333333367,3.666666666666666,71.12791238508693
2022-05-01,303.796,2022,5,65238.666666666664,207270495.441973,8.3,291.268,3.6,71.3739457522692,353.015,0.77,83.1,131202.0,74580.0,48.021,17.1,300.233,7.9333333333333345,347.551,0.4333333333333336,3.6,71.28723369794999
2022-06-01,304.755,2022,6,65350.333333333336,207401806.087263,9.5,294.728,3.6,71.235258128203,349.8,1.21,83.1,131202.0,74580.0,48.021,17.1,303.03366666666665,8.766666666666667,348.867,0.7700000000000004,3.6,71.2774366189535
2022-07-01,303.714,2022,7,65462.0,207424100.60153,10.1,294.628,3.5,71.3259833209717,346.79,1.68,83.1,131202.0,74580.0,48.021,17.1,304.0883333333333,9.300000000000002,349.86833333333334,1.2200000000000004,3.5666666666666664,71.31172906714797
2022-08-01,301.596,2022,8,65569.0,207394073.28075603,8.7,295.32,3.7,71.4668999578133,342.753,2.33,83.1,131202.0,74580.0,48.021,17.1,303.355,9.433333333333335,346.4476666666667,1.7400000000000002,3.5999999999999996,71.34271380232933
2022-09-01,299.38,2022,9,65676.0,207474329.172692,9.7,296.539,3.5,71.4442308721886,336.464,2.56,83.1,131202.0,74580.0,48.021,17.1,301.56333333333333,9.5,342.00233333333335,2.1900000000000004,3.5666666666666664,71.41237138365786
2022-10-01,298.922,2022,10,65783.0,207456273.845169,9.7,297.987,3.7,71.2477993257328,333.796,3.08,83.1,131202.0,74580.0,48.021,17.1,299.96600000000007,9.366666666666667,337.671,2.656666666666667,3.633333333333333,71.38631005191156
2022-11-01,298.312,2022,11,65881.33333333333,207509690.010877,9.4,298.598,3.6,71.3230364154321,330.369,3.78,83.1,131202.0,74580.0,48.021,17.1,298.8713333333333,9.600000000000001,333.543,3.1400000000000006,3.599999999999999,71.3383555377845
2022-12-01,297.471,2022,12,65979.66666666667,207506562.53942505,8.5,298.99,3.5,71.575987484936,326.449,4.1,83.1,131202.0,74580.0,48.021,17.1,298.23499999999996,9.200000000000001,330.2046666666667,3.6533333333333338,3.599999999999999,71.3822744087003
